Gare,Coordonnées,Ligne,Nombre de stations (100m),Nombre de stations (200m),Nombre de stations (300m),Nombre de stations (400m)
Noisy-le-Sec,"48.896652450209764, 2.458363412015992",RER E,1.0,,,
Noisy-le-Sec,"48.896652450209764, 2.458363412015992",RER E,,1.0,,
Noisy-le-Sec,"48.896652450209764, 2.458363412015992",RER E,,,1.0,
Noisy-le-Sec,"48.896652450209764, 2.458363412015992",RER E,,,,1.0
Orangis-Bois de l'Epine,"48.6363513661665, 2.4077962861739053",RER D,0.0,,,
Orangis-Bois de l'Epine,"48.6363513661665, 2.4077962861739053",RER D,,0.0,,
Orangis-Bois de l'Epine,"48.6363513661665, 2.4077962861739053",RER D,,,0.0,
Orangis-Bois de l'Epine,"48.6363513661665, 2.4077962861739053",RER D,,,,0.0
Orgerus-Béhoust,"48.82657842713354, 1.7032184254768585",TRAIN N,0.0,,,
Orgerus-Béhoust,"48.82657842713354, 1.7032184254768585",TRAIN N,,0.0,,
Orgerus-Béhoust,"48.82657842713354, 1.7032184254768585",TRAIN N,,,0.0,
Orgerus-Béhoust,"48.82657842713354, 1.7032184254768585",TRAIN N,,,,0.0
Poissy,"48.93326540519439, 2.0410722896759257",RER A,0.0,,,
Poissy,"48.93326540519439, 2.0410722896759257",RER A,,0.0,,
Poissy,"48.93326540519439, 2.0410722896759257",RER A,,,0.0,
Poissy,"48.93326540519439, 2.0410722896759257",RER A,,,,0.0
Pont de Rungis,"48.748349681429666, 2.373111940704934",RER C,0.0,,,
Pont de Rungis,"48.748349681429666, 2.373111940704934",RER C,,0.0,,
Pont de Rungis,"48.748349681429666, 2.373111940704934",RER C,,,0.0,
Pont de Rungis,"48.748349681429666, 2.373111940704934",RER C,,,,0.0
Saint-Michel-sur-Orge,"48.635875860403985, 2.3068331640148245",RER C,0.0,,,
Saint-Michel-sur-Orge,"48.635875860403985, 2.3068331640148245",RER C,,0.0,,
Saint-Michel-sur-Orge,"48.635875860403985, 2.3068331640148245",RER C,,,0.0,
Saint-Michel-sur-Orge,"48.635875860403985, 2.3068331640148245",RER C,,,,0.0
Saint-Ouen-l'Aumône,"49.045311647416625, 2.1051107034445073",RER C,0.0,,,
Saint-Ouen-l'Aumône,"49.045311647416625, 2.1051107034445073",RER C,,0.0,,
Saint-Ouen-l'Aumône,"49.045311647416625, 2.1051107034445073",RER C,,,0.0,
Saint-Ouen-l'Aumône,"49.045311647416625, 2.1051107034445073",RER C,,,,0.0
Saint-Ouen-l'Aumône-Liesse,"49.03398763533776, 2.128263873923672",TRAIN H,0.0,,,
Saint-Ouen-l'Aumône-Liesse,"49.03398763533776, 2.128263873923672",TRAIN H,,0.0,,
Saint-Ouen-l'Aumône-Liesse,"49.03398763533776, 2.128263873923672",TRAIN H,,,0.0,
Saint-Ouen-l'Aumône-Liesse,"49.03398763533776, 2.128263873923672",TRAIN H,,,,0.0
Sannois,"48.97098803345075, 2.263830527175665",TRAIN J,0.0,,,
Sannois,"48.97098803345075, 2.263830527175665",TRAIN J,,0.0,,
Sannois,"48.97098803345075, 2.263830527175665",TRAIN J,,,0.0,
Sannois,"48.97098803345075, 2.263830527175665",TRAIN J,,,,0.0
Sarcelles-Saint-Brice,"48.996006829560066, 2.3686845627963335",TRAIN H,0.0,,,
Sarcelles-Saint-Brice,"48.996006829560066, 2.3686845627963335",TRAIN H,,0.0,,
Sarcelles-Saint-Brice,"48.996006829560066, 2.3686845627963335",TRAIN H,,,0.0,
Sarcelles-Saint-Brice,"48.996006829560066, 2.3686845627963335",TRAIN H,,,,0.0
Sartrouville,"48.93773606248046, 2.157086496469817",RER A,0.0,,,
Sartrouville,"48.93773606248046, 2.157086496469817",RER A,,0.0,,
Sartrouville,"48.93773606248046, 2.157086496469817",RER A,,,0.0,
Sartrouville,"48.93773606248046, 2.157086496469817",RER A,,,,0.0
Puteaux,"48.8833838128909, 2.2336919201504086",TRAIN U,0.0,,,
Puteaux,"48.8833838128909, 2.2336919201504086",TRAIN U,,0.0,,
Puteaux,"48.8833838128909, 2.2336919201504086",TRAIN U,,,0.0,
Puteaux,"48.8833838128909, 2.2336919201504086",TRAIN U,,,,0.0
Rosny-sous-Bois,"48.86991241825165, 2.4857611406117885",RER E,0.0,,,
Rosny-sous-Bois,"48.86991241825165, 2.4857611406117885",RER E,,1.0,,
Rosny-sous-Bois,"48.86991241825165, 2.4857611406117885",RER E,,,1.0,
Rosny-sous-Bois,"48.86991241825165, 2.4857611406117885",RER E,,,,1.0
Rosny-sur-Seine,"48.997391999985346, 1.630167627298459",TRAIN J,0.0,,,
Rosny-sur-Seine,"48.997391999985346, 1.630167627298459",TRAIN J,,0.0,,
Rosny-sur-Seine,"48.997391999985346, 1.630167627298459",TRAIN J,,,0.0,
Rosny-sur-Seine,"48.997391999985346, 1.630167627298459",TRAIN J,,,,0.0
Saint-Cloud,"48.84610294770648, 2.2176210808904337",TRAIN L,0.0,,,
Saint-Cloud,"48.84610294770648, 2.2176210808904337",TRAIN L,,0.0,,
Saint-Cloud,"48.84610294770648, 2.2176210808904337",TRAIN L,,,0.0,
Saint-Cloud,"48.84610294770648, 2.2176210808904337",TRAIN L,,,,0.0
Saint-Cyr,"48.79870763435358, 2.0718470059294005",RER C,0.0,,,
Saint-Cyr,"48.79870763435358, 2.0718470059294005",RER C,,0.0,,
Saint-Cyr,"48.79870763435358, 2.0718470059294005",RER C,,,0.0,
Saint-Cyr,"48.79870763435358, 2.0718470059294005",RER C,,,,0.0
Saint-Denis,"48.93445554412717, 2.3456043781962896",TRAIN H,0.0,,,
Saint-Denis,"48.93445554412717, 2.3456043781962896",TRAIN H,,1.0,,
Saint-Denis,"48.93445554412717, 2.3456043781962896",TRAIN H,,,1.0,
Saint-Denis,"48.93445554412717, 2.3456043781962896",TRAIN H,,,,1.0
Saint-Martin-d'Étampes,"48.42736258324724, 2.1452465929031157",RER C,0.0,,,
Saint-Martin-d'Étampes,"48.42736258324724, 2.1452465929031157",RER C,,0.0,,
Saint-Martin-d'Étampes,"48.42736258324724, 2.1452465929031157",RER C,,,0.0,
Saint-Martin-d'Étampes,"48.42736258324724, 2.1452465929031157",RER C,,,,0.0
Villiers-Neauphle Pontchartrain,"48.81532861955605, 1.877504204313638",TRAIN N,0.0,,,
Villiers-Neauphle Pontchartrain,"48.81532861955605, 1.877504204313638",TRAIN N,,0.0,,
Villiers-Neauphle Pontchartrain,"48.81532861955605, 1.877504204313638",TRAIN N,,,0.0,
Villiers-Neauphle Pontchartrain,"48.81532861955605, 1.877504204313638",TRAIN N,,,,0.0
Thun-le-Paradis,"49.00670027680786, 1.919237111731365",TRAIN J,0.0,,,
Thun-le-Paradis,"49.00670027680786, 1.919237111731365",TRAIN J,,0.0,,
Thun-le-Paradis,"49.00670027680786, 1.919237111731365",TRAIN J,,,0.0,
Thun-le-Paradis,"49.00670027680786, 1.919237111731365",TRAIN J,,,,0.0
Trilport,"48.96022648980192, 2.950060382752808",TRAIN P,0.0,,,
Trilport,"48.96022648980192, 2.950060382752808",TRAIN P,,0.0,,
Trilport,"48.96022648980192, 2.950060382752808",TRAIN P,,,0.0,
Trilport,"48.96022648980192, 2.950060382752808",TRAIN P,,,,0.0
Villepinte,"48.962709512366416, 2.5126446278196126",RER B,0.0,,,
Villepinte,"48.962709512366416, 2.5126446278196126",RER B,,0.0,,
Villepinte,"48.962709512366416, 2.5126446278196126",RER B,,,0.0,
Villepinte,"48.962709512366416, 2.5126446278196126",RER B,,,,0.0
Villeneuve-la-Guyard,"48.34261367922731, 3.071746453743138",GL,0.0,,,
Villeneuve-la-Guyard,"48.34261367922731, 3.071746453743138",GL,,0.0,,
Villeneuve-la-Guyard,"48.34261367922731, 3.071746453743138",GL,,,0.0,
Villeneuve-la-Guyard,"48.34261367922731, 3.071746453743138",GL,,,,0.0
Creil,"49.26394414357276, 2.4689141153510383",RER D,0.0,,,
Creil,"49.26394414357276, 2.4689141153510383",RER D,,0.0,,
Creil,"49.26394414357276, 2.4689141153510383",RER D,,,0.0,
Creil,"49.26394414357276, 2.4689141153510383",RER D,,,,0.0
Boran-sur-Oise,"49.166775038874846, 2.362303528565356",TRAIN H,0.0,,,
Boran-sur-Oise,"49.166775038874846, 2.362303528565356",TRAIN H,,0.0,,
Boran-sur-Oise,"49.166775038874846, 2.362303528565356",TRAIN H,,,0.0,
Boran-sur-Oise,"49.166775038874846, 2.362303528565356",TRAIN H,,,,0.0
Crépy-en-Valois,"49.23101805923178, 2.887366704975861",TRAIN K,0.0,,,
Crépy-en-Valois,"49.23101805923178, 2.887366704975861",TRAIN K,,0.0,,
Crépy-en-Valois,"49.23101805923178, 2.887366704975861",TRAIN K,,,0.0,
Crépy-en-Valois,"49.23101805923178, 2.887366704975861",TRAIN K,,,,0.0
Nanteuil-le-Haudouin,"49.14288419739151, 2.7944545501073197",TRAIN K,0.0,,,
Nanteuil-le-Haudouin,"49.14288419739151, 2.7944545501073197",TRAIN K,,0.0,,
Nanteuil-le-Haudouin,"49.14288419739151, 2.7944545501073197",TRAIN K,,,0.0,
Nanteuil-le-Haudouin,"49.14288419739151, 2.7944545501073197",TRAIN K,,,,0.0
Rosa Parks,"48.89658112768104, 2.3738190054032113",RER E,2.0,,,
Rosa Parks,"48.89658112768104, 2.3738190054032113",RER E,,2.0,,
Rosa Parks,"48.89658112768104, 2.3738190054032113",RER E,,,4.0,
Rosa Parks,"48.89658112768104, 2.3738190054032113",RER E,,,,4.0
Sèvres-Ville-d'Avray,"48.82723877447488, 2.200721257947834",TRAIN U,0.0,,,
Sèvres-Ville-d'Avray,"48.82723877447488, 2.200721257947834",TRAIN U,,0.0,,
Sèvres-Ville-d'Avray,"48.82723877447488, 2.200721257947834",TRAIN U,,,0.0,
Sèvres-Ville-d'Avray,"48.82723877447488, 2.200721257947834",TRAIN U,,,,0.0
Porte de Clichy,"48.894168385277624, 2.3155992205467677",RER C,1.0,,,
Porte de Clichy,"48.894168385277624, 2.3155992205467677",RER C,,1.0,,
Porte de Clichy,"48.894168385277624, 2.3155992205467677",RER C,,,5.0,
Porte de Clichy,"48.894168385277624, 2.3155992205467677",RER C,,,,5.0
Les Halles,"48.86251523404101, 2.3457858600391797",METRO 4,0.0,,,
Les Halles,"48.86251523404101, 2.3457858600391797",METRO 4,,1.0,,
Les Halles,"48.86251523404101, 2.3457858600391797",METRO 4,,,10.0,
Les Halles,"48.86251523404101, 2.3457858600391797",METRO 4,,,,13.0
Denfert-Rochereau,"48.833073169694686, 2.333203670349574",RER B,1.0,,,
Denfert-Rochereau,"48.833073169694686, 2.333203670349574",RER B,,1.0,,
Denfert-Rochereau,"48.833073169694686, 2.333203670349574",RER B,,,3.0,
Denfert-Rochereau,"48.833073169694686, 2.333203670349574",RER B,,,,7.0
Cernay,"48.98500470032524, 2.2574741572503094",RER C,0.0,,,
Cernay,"48.98500470032524, 2.2574741572503094",RER C,,0.0,,
Cernay,"48.98500470032524, 2.2574741572503094",RER C,,,0.0,
Cernay,"48.98500470032524, 2.2574741572503094",RER C,,,,0.0
Haussmann-Saint-Lazare,"48.87499705814552, 2.328685515718797",RER E,1.0,,,
Haussmann-Saint-Lazare,"48.87499705814552, 2.328685515718797",RER E,,3.0,,
Haussmann-Saint-Lazare,"48.87499705814552, 2.328685515718797",RER E,,,7.0,
Haussmann-Saint-Lazare,"48.87499705814552, 2.328685515718797",RER E,,,,13.0
Gare du Nord,"48.881759488218286, 2.357570193470876",RER B,1.0,,,
Gare du Nord,"48.881759488218286, 2.357570193470876",RER B,,1.0,,
Gare du Nord,"48.881759488218286, 2.357570193470876",RER B,,,4.0,
Gare du Nord,"48.881759488218286, 2.357570193470876",RER B,,,,11.0
Invalides,"48.862884803620496, 2.3125135549259594",RER C,1.0,,,
Invalides,"48.862884803620496, 2.3125135549259594",RER C,,1.0,,
Invalides,"48.862884803620496, 2.3125135549259594",RER C,,,3.0,
Invalides,"48.862884803620496, 2.3125135549259594",RER C,,,,4.0
Parc de Sceaux,"48.7695633327529, 2.309905064564245",RER B,0.0,,,
Parc de Sceaux,"48.7695633327529, 2.309905064564245",RER B,,0.0,,
Parc de Sceaux,"48.7695633327529, 2.309905064564245",RER B,,,0.0,
Parc de Sceaux,"48.7695633327529, 2.309905064564245",RER B,,,,0.0
Pereire-Levallois,"48.88604139898206, 2.299279102380643",RER C,0.0,,,
Pereire-Levallois,"48.88604139898206, 2.299279102380643",RER C,,1.0,,
Pereire-Levallois,"48.88604139898206, 2.299279102380643",RER C,,,3.0,
Pereire-Levallois,"48.88604139898206, 2.299279102380643",RER C,,,,6.0
Nemours-Saint-Pierre,"48.26775810899744, 2.68564708993975",TRAIN R,0.0,,,
Nemours-Saint-Pierre,"48.26775810899744, 2.68564708993975",TRAIN R,,0.0,,
Nemours-Saint-Pierre,"48.26775810899744, 2.68564708993975",TRAIN R,,,0.0,
Nemours-Saint-Pierre,"48.26775810899744, 2.68564708993975",TRAIN R,,,,0.0
Saint-Leu-la-Forêt,"49.01531915094301, 2.2428386605648356",TRAIN H,0.0,,,
Saint-Leu-la-Forêt,"49.01531915094301, 2.2428386605648356",TRAIN H,,0.0,,
Saint-Leu-la-Forêt,"49.01531915094301, 2.2428386605648356",TRAIN H,,,0.0,
Saint-Leu-la-Forêt,"49.01531915094301, 2.2428386605648356",TRAIN H,,,,0.0
Bougival,"48.854251702558244, 2.1321324452511017",TRAIN L,0.0,,,
Bougival,"48.854251702558244, 2.1321324452511017",TRAIN L,,0.0,,
Bougival,"48.854251702558244, 2.1321324452511017",TRAIN L,,,0.0,
Bougival,"48.854251702558244, 2.1321324452511017",TRAIN L,,,,0.0
Boulainvilliers,"48.85697199491403, 2.274793324608879",RER C,1.0,,,
Boulainvilliers,"48.85697199491403, 2.274793324608879",RER C,,2.0,,
Boulainvilliers,"48.85697199491403, 2.274793324608879",RER C,,,4.0,
Boulainvilliers,"48.85697199491403, 2.274793324608879",RER C,,,,6.0
Cergy Le Haut,"49.04787620243536, 2.010999760003632",TRAIN L,0.0,,,
Cergy Le Haut,"49.04787620243536, 2.010999760003632",TRAIN L,,0.0,,
Cergy Le Haut,"49.04787620243536, 2.010999760003632",TRAIN L,,,0.0,
Cergy Le Haut,"49.04787620243536, 2.010999760003632",TRAIN L,,,,0.0
Chilly-Mazarin,"48.70088331811131, 2.306992605850876",RER C,0.0,,,
Chilly-Mazarin,"48.70088331811131, 2.306992605850876",RER C,,0.0,,
Chilly-Mazarin,"48.70088331811131, 2.306992605850876",RER C,,,0.0,
Chilly-Mazarin,"48.70088331811131, 2.306992605850876",RER C,,,,0.0
Issy,"48.819343961671926, 2.2578938975150784",RER C,0.0,,,
Issy,"48.819343961671926, 2.2578938975150784",RER C,,0.0,,
Issy,"48.819343961671926, 2.2578938975150784",RER C,,,3.0,
Issy,"48.819343961671926, 2.2578938975150784",RER C,,,,3.0
Meudon,"48.81488431327983, 2.2409192948665337",TRAIN N,0.0,,,
Meudon,"48.81488431327983, 2.2409192948665337",TRAIN N,,0.0,,
Meudon,"48.81488431327983, 2.2409192948665337",TRAIN N,,,0.0,
Meudon,"48.81488431327983, 2.2409192948665337",TRAIN N,,,,0.0
La Défense,"48.891688138011865, 2.2385952173384704",RER A,0.0,,,
La Défense,"48.891688138011865, 2.2385952173384704",RER A,,0.0,,
La Défense,"48.891688138011865, 2.2385952173384704",RER A,,,0.0,
La Défense,"48.891688138011865, 2.2385952173384704",RER A,,,,0.0
Les-Essarts-le-Roi,"48.72191596012357, 1.8900045636979848",TRAIN N,0.0,,,
Les-Essarts-le-Roi,"48.72191596012357, 1.8900045636979848",TRAIN N,,0.0,,
Les-Essarts-le-Roi,"48.72191596012357, 1.8900045636979848",TRAIN N,,,0.0,
Les-Essarts-le-Roi,"48.72191596012357, 1.8900045636979848",TRAIN N,,,,0.0
Neuville Université,"49.014133684049256, 2.078306591409993",TRAIN L,0.0,,,
Neuville Université,"49.014133684049256, 2.078306591409993",TRAIN L,,0.0,,
Neuville Université,"49.014133684049256, 2.078306591409993",TRAIN L,,,0.0,
Neuville Université,"49.014133684049256, 2.078306591409993",TRAIN L,,,,0.0
Pont-Cardinet,"48.88822016183026, 2.313732451520271",TRAIN L,0.0,,,
Pont-Cardinet,"48.88822016183026, 2.313732451520271",TRAIN L,,2.0,,
Pont-Cardinet,"48.88822016183026, 2.313732451520271",TRAIN L,,,4.0,
Pont-Cardinet,"48.88822016183026, 2.313732451520271",TRAIN L,,,,6.0
Saint-Michel,"48.852118881696434, 2.3440211520552796",RER B,2.0,,,
Saint-Michel,"48.852118881696434, 2.3440211520552796",RER B,,5.0,,
Saint-Michel,"48.852118881696434, 2.3440211520552796",RER B,,,9.0,
Saint-Michel,"48.852118881696434, 2.3440211520552796",RER B,,,,9.0
Denfert-Rochereau,"48.834292979538596, 2.3328523099608898",METRO 6,0.0,,,
Denfert-Rochereau,"48.834292979538596, 2.3328523099608898",METRO 6,,1.0,,
Denfert-Rochereau,"48.834292979538596, 2.3328523099608898",METRO 6,,,3.0,
Denfert-Rochereau,"48.834292979538596, 2.3328523099608898",METRO 6,,,,6.0
Gare de Lyon,"48.8434867608722, 2.3739225903167536",METRO 14,0.0,,,
Gare de Lyon,"48.8434867608722, 2.3739225903167536",METRO 14,,0.0,,
Gare de Lyon,"48.8434867608722, 2.3739225903167536",METRO 14,,,4.0,
Gare de Lyon,"48.8434867608722, 2.3739225903167536",METRO 14,,,,6.0
Gare du Nord,"48.87979369318188, 2.3557919075311387",METRO 4,2.0,,,
Gare du Nord,"48.87979369318188, 2.3557919075311387",METRO 4,,4.0,,
Gare du Nord,"48.87979369318188, 2.3557919075311387",METRO 4,,,8.0,
Gare du Nord,"48.87979369318188, 2.3557919075311387",METRO 4,,,,11.0
Nation,"48.84757936654253, 2.395554512170687",METRO 1,1.0,,,
Nation,"48.84757936654253, 2.395554512170687",METRO 1,,3.0,,
Nation,"48.84757936654253, 2.395554512170687",METRO 1,,,4.0,
Nation,"48.84757936654253, 2.395554512170687",METRO 1,,,,9.0
Nanterre-Université,"48.90101049482036, 2.2135566086399576",RER A,1.0,,,
Nanterre-Université,"48.90101049482036, 2.2135566086399576",RER A,,1.0,,
Nanterre-Université,"48.90101049482036, 2.2135566086399576",RER A,,,1.0,
Nanterre-Université,"48.90101049482036, 2.2135566086399576",RER A,,,,1.0
Nanterre-Université,"48.90131105510631, 2.21330231459666",TRAIN L,1.0,,,
Nanterre-Université,"48.90131105510631, 2.21330231459666",TRAIN L,,1.0,,
Nanterre-Université,"48.90131105510631, 2.21330231459666",TRAIN L,,,1.0,
Nanterre-Université,"48.90131105510631, 2.21330231459666",TRAIN L,,,,1.0
Boucicaut,"48.84109405631434, 2.2879457664873772",METRO 8,1.0,,,
Boucicaut,"48.84109405631434, 2.2879457664873772",METRO 8,,2.0,,
Boucicaut,"48.84109405631434, 2.2879457664873772",METRO 8,,,2.0,
Boucicaut,"48.84109405631434, 2.2879457664873772",METRO 8,,,,5.0
Alésia,"48.82818847537889, 2.3271646496078233",METRO 4,1.0,,,
Alésia,"48.82818847537889, 2.3271646496078233",METRO 4,,2.0,,
Alésia,"48.82818847537889, 2.3271646496078233",METRO 4,,,2.0,
Alésia,"48.82818847537889, 2.3271646496078233",METRO 4,,,,5.0
Avenue Émile Zola,"48.84699703040198, 2.295019130476361",METRO 10,1.0,,,
Avenue Émile Zola,"48.84699703040198, 2.295019130476361",METRO 10,,2.0,,
Avenue Émile Zola,"48.84699703040198, 2.295019130476361",METRO 10,,,3.0,
Avenue Émile Zola,"48.84699703040198, 2.295019130476361",METRO 10,,,,6.0
Bastille,"48.853439426633884, 2.369513568156525",METRO 8,2.0,,,
Bastille,"48.853439426633884, 2.369513568156525",METRO 8,,3.0,,
Bastille,"48.853439426633884, 2.369513568156525",METRO 8,,,5.0,
Bastille,"48.853439426633884, 2.369513568156525",METRO 8,,,,8.0
Bel-Air,"48.841338248197566, 2.4009185367798023",METRO 6,0.0,,,
Bel-Air,"48.841338248197566, 2.4009185367798023",METRO 6,,1.0,,
Bel-Air,"48.841338248197566, 2.4009185367798023",METRO 6,,,2.0,
Bel-Air,"48.841338248197566, 2.4009185367798023",METRO 6,,,,4.0
Belleville,"48.87184879372683, 2.376593684096822",METRO 11,1.0,,,
Belleville,"48.87184879372683, 2.376593684096822",METRO 11,,1.0,,
Belleville,"48.87184879372683, 2.376593684096822",METRO 11,,,3.0,
Belleville,"48.87184879372683, 2.376593684096822",METRO 11,,,,5.0
Corvisart,"48.82979051275835, 2.350414872010463",METRO 6,1.0,,,
Corvisart,"48.82979051275835, 2.350414872010463",METRO 6,,1.0,,
Corvisart,"48.82979051275835, 2.350414872010463",METRO 6,,,5.0,
Corvisart,"48.82979051275835, 2.350414872010463",METRO 6,,,,6.0
École Vétérinaire de Maisons-Alfort,"48.81480300606579, 2.4223761428456223",METRO 8,1.0,,,
École Vétérinaire de Maisons-Alfort,"48.81480300606579, 2.4223761428456223",METRO 8,,1.0,,
École Vétérinaire de Maisons-Alfort,"48.81480300606579, 2.4223761428456223",METRO 8,,,1.0,
École Vétérinaire de Maisons-Alfort,"48.81480300606579, 2.4223761428456223",METRO 8,,,,2.0
Église d'Auteuil,"48.847150053875964, 2.269135872742879",METRO 10,1.0,,,
Église d'Auteuil,"48.847150053875964, 2.269135872742879",METRO 10,,1.0,,
Église d'Auteuil,"48.847150053875964, 2.269135872742879",METRO 10,,,1.0,
Église d'Auteuil,"48.847150053875964, 2.269135872742879",METRO 10,,,,5.0
Brochant,"48.89058718567746, 2.32017475715155",METRO 13,1.0,,,
Brochant,"48.89058718567746, 2.32017475715155",METRO 13,,1.0,,
Brochant,"48.89058718567746, 2.32017475715155",METRO 13,,,5.0,
Brochant,"48.89058718567746, 2.32017475715155",METRO 13,,,,7.0
Cardinal Lemoine,"48.846656850308115, 2.3516232550160123",METRO 10,1.0,,,
Cardinal Lemoine,"48.846656850308115, 2.3516232550160123",METRO 10,,2.0,,
Cardinal Lemoine,"48.846656850308115, 2.3516232550160123",METRO 10,,,4.0,
Cardinal Lemoine,"48.846656850308115, 2.3516232550160123",METRO 10,,,,9.0
Champs-Élysées – Clemenceau,"48.86760214428706, 2.3138941304816143",METRO 13,0.0,,,
Champs-Élysées – Clemenceau,"48.86760214428706, 2.3138941304816143",METRO 13,,0.0,,
Champs-Élysées – Clemenceau,"48.86760214428706, 2.3138941304816143",METRO 13,,,0.0,
Champs-Élysées – Clemenceau,"48.86760214428706, 2.3138941304816143",METRO 13,,,,2.0
Chevaleret,"48.83494772231993, 2.3681263304132094",METRO 6,1.0,,,
Chevaleret,"48.83494772231993, 2.3681263304132094",METRO 6,,2.0,,
Chevaleret,"48.83494772231993, 2.3681263304132094",METRO 6,,,3.0,
Chevaleret,"48.83494772231993, 2.3681263304132094",METRO 6,,,,7.0
Goncourt,"48.86995751176857, 2.3710948397312004",METRO 11,1.0,,,
Goncourt,"48.86995751176857, 2.3710948397312004",METRO 11,,2.0,,
Goncourt,"48.86995751176857, 2.3710948397312004",METRO 11,,,5.0,
Goncourt,"48.86995751176857, 2.3710948397312004",METRO 11,,,,8.0
Gambetta,"48.86516343394703, 2.398746593442591",METRO 3bis,1.0,,,
Gambetta,"48.86516343394703, 2.398746593442591",METRO 3bis,,2.0,,
Gambetta,"48.86516343394703, 2.398746593442591",METRO 3bis,,,2.0,
Gambetta,"48.86516343394703, 2.398746593442591",METRO 3bis,,,,6.0
Faidherbe Chaligny,"48.85017786186515, 2.3840922100556665",METRO 8,1.0,,,
Faidherbe Chaligny,"48.85017786186515, 2.3840922100556665",METRO 8,,2.0,,
Faidherbe Chaligny,"48.85017786186515, 2.3840922100556665",METRO 8,,,2.0,
Faidherbe Chaligny,"48.85017786186515, 2.3840922100556665",METRO 8,,,,7.0
Iéna,"48.86479406396573, 2.2941620153942783",METRO 9,0.0,,,
Iéna,"48.86479406396573, 2.2941620153942783",METRO 9,,1.0,,
Iéna,"48.86479406396573, 2.2941620153942783",METRO 9,,,1.0,
Iéna,"48.86479406396573, 2.2941620153942783",METRO 9,,,,2.0
Jussieu,"48.84595066481561, 2.3550502644347535",METRO 7,1.0,,,
Jussieu,"48.84595066481561, 2.3550502644347535",METRO 7,,2.0,,
Jussieu,"48.84595066481561, 2.3550502644347535",METRO 7,,,4.0,
Jussieu,"48.84595066481561, 2.3550502644347535",METRO 7,,,,6.0
Marcadet-Poissonniers,"48.89143955394805, 2.349627158227452",METRO 4,1.0,,,
Marcadet-Poissonniers,"48.89143955394805, 2.349627158227452",METRO 4,,3.0,,
Marcadet-Poissonniers,"48.89143955394805, 2.349627158227452",METRO 4,,,5.0,
Marcadet-Poissonniers,"48.89143955394805, 2.349627158227452",METRO 4,,,,7.0
Marcel Sembat,"48.83362878011957, 2.2435786287393293",METRO 9,1.0,,,
Marcel Sembat,"48.83362878011957, 2.2435786287393293",METRO 9,,1.0,,
Marcel Sembat,"48.83362878011957, 2.2435786287393293",METRO 9,,,3.0,
Marcel Sembat,"48.83362878011957, 2.2435786287393293",METRO 9,,,,4.0
Michel Ange-Molitor,"48.84524756452023, 2.261623492404885",METRO 10,1.0,,,
Michel Ange-Molitor,"48.84524756452023, 2.261623492404885",METRO 10,,1.0,,
Michel Ange-Molitor,"48.84524756452023, 2.261623492404885",METRO 10,,,3.0,
Michel Ange-Molitor,"48.84524756452023, 2.261623492404885",METRO 10,,,,5.0
Michel Bizot,"48.83711700605412, 2.4023331645551846",METRO 8,1.0,,,
Michel Bizot,"48.83711700605412, 2.4023331645551846",METRO 8,,2.0,,
Michel Bizot,"48.83711700605412, 2.4023331645551846",METRO 8,,,3.0,
Michel Bizot,"48.83711700605412, 2.4023331645551846",METRO 8,,,,5.0
Mirabeau,"48.8471310072617, 2.2727637533161587",METRO 10,1.0,,,
Mirabeau,"48.8471310072617, 2.2727637533161587",METRO 10,,1.0,,
Mirabeau,"48.8471310072617, 2.2727637533161587",METRO 10,,,1.0,
Mirabeau,"48.8471310072617, 2.2727637533161587",METRO 10,,,,3.0
Louise Michel,"48.888706018840786, 2.2880836330485033",METRO 3,1.0,,,
Louise Michel,"48.888706018840786, 2.2880836330485033",METRO 3,,1.0,,
Louise Michel,"48.888706018840786, 2.2880836330485033",METRO 3,,,2.0,
Louise Michel,"48.888706018840786, 2.2880836330485033",METRO 3,,,,6.0
Mairie d'Ivry,"48.81052080334999, 2.3842896009608205",METRO 7,1.0,,,
Mairie d'Ivry,"48.81052080334999, 2.3842896009608205",METRO 7,,1.0,,
Mairie d'Ivry,"48.81052080334999, 2.3842896009608205",METRO 7,,,1.0,
Mairie d'Ivry,"48.81052080334999, 2.3842896009608205",METRO 7,,,,1.0
Passy,"48.85744868914132, 2.2858124441464076",METRO 6,0.0,,,
Passy,"48.85744868914132, 2.2858124441464076",METRO 6,,1.0,,
Passy,"48.85744868914132, 2.2858124441464076",METRO 6,,,2.0,
Passy,"48.85744868914132, 2.2858124441464076",METRO 6,,,,2.0
Pierre et Marie Curie,"48.815930762121624, 2.3772672015137384",METRO 7,1.0,,,
Pierre et Marie Curie,"48.815930762121624, 2.3772672015137384",METRO 7,,1.0,,
Pierre et Marie Curie,"48.815930762121624, 2.3772672015137384",METRO 7,,,1.0,
Pierre et Marie Curie,"48.815930762121624, 2.3772672015137384",METRO 7,,,,2.0
Place des Fêtes,"48.876806388278496, 2.393056091960662",METRO 11,1.0,,,
Place des Fêtes,"48.876806388278496, 2.393056091960662",METRO 11,,2.0,,
Place des Fêtes,"48.876806388278496, 2.393056091960662",METRO 11,,,3.0,
Place des Fêtes,"48.876806388278496, 2.393056091960662",METRO 11,,,,5.0
Oberkampf,"48.865019008102834, 2.368011378256502",METRO 9,1.0,,,
Oberkampf,"48.865019008102834, 2.368011378256502",METRO 9,,3.0,,
